Flash Attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M=4Kib,,,,,,,,,,,,,,,,,,,,,Optimal M,,,,,,,,,,,,,,,,,,
32,0.0364,0.0959,0.3112,1.0811,4.3212,17.116,69.28,275.85,1104.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0646,0.1551,0.5483,2.1218,8.4237,33.682,134.19,540.26,2151.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,0.101,0.3113,1.134,4.4664,17.727,71.026,284.17,1135.1,4566.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,0.1985,0.6964,2.6685,10.903,42.424,169.04,672.45,2697,10833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,0.5725,2.1788,8.5585,34.284,136.17,549.21,2189.2,8816.2,36336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,2.5453,10.538,41.133,166.33,664.55,2666.3,10778,45211,183732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,5.2105,20.773,84.288,334.23,1338.1,5405.1,22572,91409,366798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,10.529,41.75,168.88,667.78,2676.9,11120,45659,182662,754404,,0.0266,0.0813,0.3291,1.3287,5.3447,21.338,88.143,344.24,1377.3,,,,,,,,,,,,,,,,,,,,
The rest of datas are estimated under O2 optimization,,,,,,,,,,,0.0016,0.005,0.0199,0.0849,0.327,1.2814,5.2703,20.759,83.284,,,,,,,,,,,,,,,,,,,,
Arithmetic Operations,,,,,,,,,,,0.06015037594,0.06150061501,0.06046794287,0.06389704222,0.06118210564,0.06005248852,0.05979260974,0.06030385777,0.06046903362,,,,,,,,,,,,0.06086845237,,,,,,,,
Summary(Total time),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0073,0.0311,0.1023,0.3854,1.5648,6.2111,25.179,100.96,411.79,,1.377358491,1.388392857,1.303184713,1.309103261,1.311541363,1.299937212,1.305152395,1.308755282,1.334294602,,,,,,,,,,,,,,,,,,,,
32,0.0144,0.0494,0.1873,0.695,2.835,11.279,45.154,182.46,725.32,,1.44,1.193236715,1.440769231,1.364618103,1.38739356,1.36047283,1.36301618,1.367868656,1.354169,,,,,,,,,,,,,,,,,,,,
64,0.0266,0.0813,0.3291,1.3287,5.3447,21.338,88.143,344.24,1377.3,,1.357142857,1.2703125,1.32969697,1.392329456,1.394427196,1.370191999,1.413726182,1.372622513,1.360968379,,,,,,,,,,,,,,,,,,,,
128,0.0547,0.1703,0.6437,2.6136,10.527,42.22,170.3,677.99,2736.7,,1.576368876,1.188415911,1.28125,1.287551111,1.280906259,1.28324367,1.278240636,1.26840904,1.279190427,,,,,,,,,,,,,,,,,,,,
256,0.0842,0.341,1.3071,5.9382,21.305,85.529,356.58,1375.3,5494,,0.9790697674,1.125412541,1.068328566,1.200388122,1.068884206,1.068084469,1.110702716,1.067779503,1.055685792,,,,,,,,,,,,,,,,,,,,
512,0.181,0.7062,2.8508,11.493,46.263,185.46,744.76,2973.4,11989,,0.7650042265,0.7560218392,0.7506253456,0.7585137276,0.7555363209,0.7568251377,0.7579405868,0.7466351949,0.7164883763,,,,,,,,,,,,,,,,,,,,
1024,0.4177,1.7003,6.96,27.927,111.56,448.52,1804.4,7162.5,28684,,0.388449735,0.400976323,0.4204929918,0.4156422087,0.4159117176,0.4158353421,0.4130006867,0.3577851042,0.3060475439,,,,,,,,,,,,,,,,,,,,
2048,0.8162,3.6473,12.916,54.531,218.2,841.17,3373.7,13510,53689,,0.3636606665,0.4086885393,0.3600178392,0.3834001266,0.3907033376,0.3623233977,0.3180035819,0.292253445,0.2803705618,,,,,,,,,,,,,,,,,,,,
4096,1.5462,6.2219,25.057,99.499,399.04,1607.1,6431.8,25623,103728,,0.3575772993,0.3502533213,0.3524637437,0.3495362889,0.3424648129,0.3127627277,0.277759544,0.2707274552,0.2667489585,,,,,,,,,,,,,,,,,,,,
d=16\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(P=QKt),0.002,0.0098,0.033,0.1216,0.5078,2.0148,8.1979,32.883,135.35,,1.338729401,1.576368876,1.188415911,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(row max),0.0005,0.0016,0.0042,0.0159,0.0668,0.2689,1.0934,4.3402,17.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seg 3(softmax, exponential)",0.0019,0.005,0.0143,0.0546,0.2193,0.8788,3.5349,14.223,57.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 4(normalization),0.0004,0.0009,0.0016,0.0055,0.0251,0.0937,0.3806,1.54,6.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 5(O=PV),0.0022,0.0116,0.0461,0.1735,0.6841,2.7157,10.987,44.04,178.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=32\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(P=QKt),0.0057,0.0199,0.0799,0.2927,1.1893,4.7152,18.861,76.757,303.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(row max),0.0006,0.0014,0.0054,0.0212,0.084,0.3318,1.3283,5.3246,21.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seg 3(softmax, exponential)",0.0016,0.0057,0.0166,0.0622,0.2526,1.0107,4.047,16.312,64.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 4(normalization),0.0005,0.0007,0.0029,0.0118,0.0481,0.1952,0.7642,3.0863,12.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 5(O=PV),0.0048,0.0199,0.0769,0.2846,1.1443,4.5608,18.243,73.322,292.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=64\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(P=QKt),0.0134,0.041,0.1637,0.6639,2.6467,10.589,44.007,171.16,683.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(row max),0.0006,0.0018,0.0073,0.0286,0.1149,0.4686,1.8936,7.4656,30.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seg 3(softmax, exponential)",0.0016,0.005,0.0199,0.0849,0.327,1.2814,5.2703,20.759,83.284,,0.06015037594,0.06150061501,0.06046794287,0.06389704222,0.06118210564,0.06005248852,0.05979260974,0.06030385777,0.06046903362,,,,,,,,,,,,,,,,,,,,
Seg 4(normalization),0.0005,0.0014,0.0063,0.0239,0.0956,0.3841,1.5558,6.1739,24.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 5(O=PV),0.0094,0.0297,0.1208,0.4732,1.9114,7.638,31.407,123.45,492.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=128\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(P=QKt),0.0307,0.097,0.3545,1.4338,5.7848,23.191,93.52,371.68,1502.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(row max),0.0009,0.0035,0.0135,0.0492,0.1974,0.7983,3.182,12.724,51.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seg 3(softmax, exponential)",0.0022,0.0066,0.0279,0.1103,0.4473,1.7964,7.2486,28.938,116.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 4(normalization),0.0009,0.003,0.0115,0.0512,0.1947,0.7616,3.0708,12.266,49.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 5(O=PV),0.0167,0.054,0.2102,0.8482,3.4022,13.703,55.197,220.39,888.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=256\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(P=QKt),0.0483,0.1972,0.7502,3.3512,12.153,48.715,202.31,783.71,3132.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(row max),0.0015,0.0058,0.0244,0.099,0.3897,1.5683,6.3839,25.077,100.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seg 3(softmax, exponential)",0.0027,0.0111,0.0416,0.1781,0.6638,2.6671,11.108,43.323,173.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 4(normalization),0.0015,0.0058,0.0234,0.0955,0.3818,1.5267,6.2443,24.678,98.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 5(O=PV),0.0268,0.1077,0.4093,1.9116,6.6429,26.752,112.79,430.91,1720.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=512\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(P=QKt),0.0981,0.3853,1.5498,6.2112,25.006,100,401.4,1601.7,6456.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(row max),0.0045,0.012,0.0474,0.1905,0.7677,3.1082,12.454,49.743,201.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seg 3(softmax, exponential)",0.0047,0.0183,0.0718,0.2898,1.1622,4.6979,18.858,74.984,302.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 4(normalization),0.0028,0.0116,0.0472,0.1885,0.7551,3.0644,12.325,49.045,198.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 5(O=PV),0.0636,0.2464,0.9957,4.0132,16.17,65.016,261.79,1045.2,4221.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=1024\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(P=QKt),0.1995,0.8036,3.2484,13.097,52.295,210.4,846.82,3361.4,13467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(row max),0.0058,0.0235,0.0959,0.388,1.5556,6.2439,25.109,99.411,398.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seg 3(softmax, exponential)",0.008,0.0323,0.1318,0.5236,2.1223,8.5112,34.21,136.88,546.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 4(normalization),0.0056,0.023,0.0932,0.3808,1.5213,6.1502,24.797,98.911,397.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 5(O=PV),0.1814,0.7347,3.0267,12.096,48.281,193.98,781.87,3101.5,12418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=2048\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(P=QKt),0.405,1.7644,6.4123,26.898,107.47,417.77,1674.2,6707.2,26716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(row max),0.0062,0.0243,0.0964,0.3978,1.5813,6.2226,24.929,99.963,397.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seg 3(softmax, exponential)",0.0084,0.0352,0.1308,0.5516,2.1718,8.5473,34.27,137.46,548.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 4(normalization),0.0059,0.0237,0.0946,0.3895,1.5593,6.1543,24.713,99.398,395.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 5(O=PV),0.3685,1.6861,5.8221,24.888,99.359,380.13,1525.3,6100.9,24254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=4096\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(P=QKt),0.7874,3.1592,12.74,50.846,204.18,822.07,3288.3,13119,52957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(row max),0.0057,0.0236,0.0957,0.3822,1.5365,6.1673,24.635,98.245,395.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seg 3(softmax, exponential)",0.008,0.0324,0.1319,0.5252,2.1028,8.4705,33.952,135.32,546.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 4(normalization),0.0057,0.0232,0.0949,0.3801,1.5204,6.1098,24.512,97.899,394.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 5(O=PV),0.7144,2.8892,11.616,45.907,183.98,741.4,2964.9,11816,47794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Save/Load Operation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary(Total time),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d\N,16,32,64,128,256,512,1024,2048,4096,,0.6388808791,0.5333165703,0.8126801153,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0039,0.0161,0.0478,0.1621,0.6363,2.6482,10.562,41.894,169.05,,0.7358490566,0.71875,0.6089171975,0.550611413,0.5333165703,0.5542486396,0.5474808211,0.5430764046,0.5477610006,,,,,,,,,,,,,,,,,,,,
32,0.0063,0.0234,0.087,0.3075,1.2489,5.0151,20.096,80.533,324.07,,0.63,0.5652173913,0.6692307692,0.6037698802,0.611187237,0.6049212955,0.6066167592,0.6037409101,0.6050371532,,,,,,,,,,,,,,,,,,,,
64,0.0123,0.0479,0.152,0.6036,2.4148,9.9429,40.207,158.14,641.78,,0.6275510204,0.7484375,0.6141414141,0.6325055014,0.6300190456,0.6384704296,0.644880349,0.630567407,0.6341699605,,,,,,,,,,,,,,,,,,,,
128,0.0282,0.1011,0.345,1.4172,5.6593,22.756,92.51,367.72,1483.9,,0.8126801153,0.70551291,0.6867038217,0.6981624711,0.6886133554,0.6916507097,0.6943631314,0.6879443239,0.6936056838,,,,,,,,,,,,,,,,,,,,
256,0.0663,0.23,0.9101,3.6473,15.096,59.592,238.01,954.69,3862.2,,0.7709302326,0.7590759076,0.7438496118,0.73729002,0.7573750753,0.7441837232,0.7413717917,0.7412189441,0.7421313554,,,,,,,,,,,,,,,,,,,,
512,0.2001,0.7416,3.0159,12.227,49.081,195.6,789.57,3177.8,13851,,0.8457311919,0.7939192806,0.7940967377,0.8069561774,0.8015580089,0.7982044481,0.8035436236,0.7979610285,0.8277654933,,,,,,,,,,,,,,,,,,,,
1024,0.9959,3.9228,15.591,62.873,252.49,1080.9,4316.9,18864,85814,,0.9261601414,0.9251014055,0.941940551,0.9357493675,0.9413190173,1.002132394,0.9880750744,0.9423048104,0.9156032606,,,,,,,,,,,,,,,,,,,,
2048,1.8961,7.5866,30.216,121.36,484.98,2011.5,9208.6,41210,171406,,0.8448137587,0.850096365,0.8422343628,0.853265837,0.8683927804,0.8664283253,0.8679988689,0.8914703528,0.8951032153,,,,,,,,,,,,,,,,,,,,
4096,3.7347,14.912,60.12,240.1,964.14,4418.9,19796,82228,352165,,0.8636941791,0.8394505742,0.8456766679,0.8434623762,0.827445932,0.859975868,0.8548972189,0.8688044799,0.9056344186,,,,,,,,,,,,,,,,,,,,
d=16\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(S=QKt),0.0015,0.0057,0.0208,0.0733,0.2846,1.1708,4.7053,18.597,75.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(P=f(S)),0.0005,0.0026,0.0048,0.0162,0.0639,0.2737,1.0432,4.1876,16.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 3(O=PV),0.0011,0.006,0.0193,0.0655,0.2626,1.0752,4.2816,16.976,68.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=32\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(S=QKt),0.0027,0.0103,0.0372,0.136,0.5464,2.2026,8.7613,35.195,141.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(P=f(S)),0.0005,0.0013,0.0057,0.021,0.0845,0.335,1.3378,5.3949,21.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 3(O=PV),0.0023,0.0103,0.0397,0.1387,0.565,2.2329,9.0074,35.976,144.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=64\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(S=QKt),0.0053,0.021,0.0661,0.2652,1.045,4.2698,17.307,68.165,278.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(P=f(S)),0.0006,0.0022,0.0072,0.0286,0.1147,0.4625,1.9115,7.4799,30.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 3(O=PV),0.0053,0.0215,0.0712,0.2855,1.1277,4.6736,18.828,74.064,299.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=128\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(S=QKt),0.0125,0.0486,0.156,0.6366,2.4834,10.036,40.684,161.91,658.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(P=f(S)),0.0011,0.0037,0.0132,0.0527,0.2124,0.8472,3.4317,13.689,54.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 3(O=PV),0.0125,0.0437,0.1621,0.6605,2.6692,10.705,43.659,173.48,696.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=256\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(S=QKt),0.033,0.1093,0.4344,1.6886,6.9658,27.575,110.66,443.85,1788.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(P=f(S)),0.0017,0.0066,0.026,0.1014,0.4208,1.6473,6.586,26.521,105.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 3(O=PV),0.0283,0.1043,0.4122,1.6903,6.9694,27.548,109.54,439.46,1788.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=512\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(S=QKt),0.1204,0.4507,1.811,7.3063,29.387,117.57,473.16,1902.5,8443.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(P=f(S)),0.0032,0.0123,0.0499,0.1998,0.8054,3.2329,12.858,51.595,215.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 3(O=PV),0.0699,0.2523,1.0425,4.2647,16.959,67.218,273.37,1104.4,4662.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=1024\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(S=QKt),0.7539,2.9576,11.803,47.616,190.97,813.54,3254.3,14653,67277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(P=f(S)),0.0062,0.0259,0.1001,0.4077,1.6486,7.0228,27.533,133.01,478.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 3(O=PV),0.2148,0.8522,3.3518,13.364,54.008,239.91,932.04,3780.3,16635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=2048\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(S=QKt),1.4558,5.8795,23.282,93.3,373.25,1504.6,7216.9,32955,137685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(P=f(S)),0.0061,0.0246,0.103,0.406,1.6438,6.5632,37.66,143.33,522.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 3(O=PV),0.407,1.5918,6.44,26.176,104.15,474.62,1856.7,7732.7,31703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d=4096\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 1(S=QKt),2.9124,11.581,46.545,186.36,747.9,3442.2,15856,66526,288271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 2(P=f(S)),0.0064,0.025,0.1024,0.4038,1.6488,9.7977,36.929,155.83,576.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seg 3(O=PV),0.7947,3.1974,13.008,51.765,208.32,942,3799.1,15170,61338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attention w/o exp Operation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d\N,16,32,64,128,256,512,1024,2048,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0136,0.064,0.224,0.844,3.4124,13.961,55.898,220.12,880.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
